,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
590,Welcome To New York - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,1,2i54CJa3pEfUjTRhAU7y6R,spotify:track:2i54CJa3pEfUjTRhAU7y6R,0.0628,0.823,0.681,0.27,0.357,-5.815,0.0462,117.022,0.331,13,210453
591,Blank Space - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,2,0U3H1C9aasrSUBugEOfh1r,spotify:track:0U3H1C9aasrSUBugEOfh1r,0.0371,0.603,0.709,0.016,0.0991,-4.515,0.0525,191.996,0.598,17,228826
592,Style - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,3,63wH4MVqn36YQkwN2lai6y,spotify:track:63wH4MVqn36YQkwN2lai6y,0.000535,0.501,0.845,0.887,0.102,-5.713,0.0345,94.921,0.481,23,230533
593,Out Of The Woods - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,4,7x86Zn0YFrNyKQ9O7um0v2,spotify:track:7x86Zn0YFrNyKQ9O7um0v2,2.89e-05,0.47,0.929,0.807,0.41,-6.125,0.0395,92.009,0.0617,14,233826
594,All You Had To Do Was Stay - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,5,6AQbsCRdpQ4U8YaH9ySvzP,spotify:track:6AQbsCRdpQ4U8YaH9ySvzP,0.000199,0.629,0.732,0.033,0.236,-5.973,0.0337,96.996,0.583,12,191813
595,Shake It Off - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,6,2w7UyGCxnZmBXrx9A5MjTs,spotify:track:2w7UyGCxnZmBXrx9A5MjTs,0.00151,0.703,0.835,0.828,0.502,-5.706,0.101,160.017,0.819,15,217800
596,I Wish You Would - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,7,6Bq4W1CV7IqqZ4Dm2WVG5w,spotify:track:6Bq4W1CV7IqqZ4Dm2WVG5w,0.000745,0.588,0.94,0.406,0.212,-5.778,0.0435,117.974,0.236,11,205133
597,Bad Blood - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,8,2fkN3ago8ded5UG0LqHKB5,spotify:track:2fkN3ago8ded5UG0LqHKB5,0.039,0.666,0.85,0.00268,0.217,-6.367,0.0955,170.058,0.179,12,210080
598,Wildest Dreams - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,9,66LjSOIkrnVlVbNaeJhyUF,spotify:track:66LjSOIkrnVlVbNaeJhyUF,0.0709,0.547,0.608,0.887,0.136,-10.103,0.0352,140.034,0.454,14,218920
599,How You Get The Girl - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,10,1h4lAVDzDt8oQY2yHTEdRx,spotify:track:1h4lAVDzDt8oQY2yHTEdRx,0.000148,0.732,0.648,0.842,0.0865,-6.708,0.045,119.988,0.447,10,245653
600,This Love - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,11,7bbhFp3V4bZct8vpSCIrR8,spotify:track:7bbhFp3V4bZct8vpSCIrR8,0.684,0.487,0.401,0.838,0.0901,-9.727,0.0287,143.983,0.0705,10,247386
601,I Know Places - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,12,56dqIqcOU4iuDb8EXpgpv4,spotify:track:56dqIqcOU4iuDb8EXpgpv4,0.0106,0.622,0.732,0.0137,0.559,-6.14,0.0564,160.062,0.459,10,194040
602,Clean - Karaoke Version,Taylor Swift Karaoke: 1989,2014-10-27,13,5F2684mgHARE8q5QxYY8RJ,spotify:track:5F2684mgHARE8q5QxYY8RJ,0.258,0.854,0.385,0.885,0.106,-9.492,0.0404,103.997,0.369,13,271373
603,Welcome To New York,1989 (Deluxe Edition),2014-10-27,1,33Kq0AT5rvwyE4azisG08x,spotify:track:33Kq0AT5rvwyE4azisG08x,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,62,212600
604,Blank Space,1989 (Deluxe Edition),2014-10-27,2,2sC2P3BN0IXujNaaSyDmtP,spotify:track:2sC2P3BN0IXujNaaSyDmtP,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0.57,66,231826
605,Style,1989 (Deluxe Edition),2014-10-27,3,1fo2ctLqj3zBhRQKOXprol,spotify:track:1fo2ctLqj3zBhRQKOXprol,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,69,231000
606,Out Of The Woods,1989 (Deluxe Edition),2014-10-27,4,6Nde5KuTXyB7jlPO4upaBo,spotify:track:6Nde5KuTXyB7jlPO4upaBo,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,66,235800
607,All You Had To Do Was Stay,1989 (Deluxe Edition),2014-10-27,5,0lmMtDQ2ElasKU2qDAE6NN,spotify:track:0lmMtDQ2ElasKU2qDAE6NN,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,63,193293
608,Shake It Off,1989 (Deluxe Edition),2014-10-27,6,3fthfkkvy9av3q3uAGVf7U,spotify:track:3fthfkkvy9av3q3uAGVf7U,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,63,219200
609,I Wish You Would,1989 (Deluxe Edition),2014-10-27,7,1B5VzXPqMlvRw0U4HJY3dJ,spotify:track:1B5VzXPqMlvRw0U4HJY3dJ,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,68,207440
610,Bad Blood,1989 (Deluxe Edition),2014-10-27,8,0yN4fNzmVnmgC0dsOoi9Wh,spotify:track:0yN4fNzmVnmgC0dsOoi9Wh,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0.287,63,211933
611,Wildest Dreams,1989 (Deluxe Edition),2014-10-27,9,106R7Z57WYzBAfrXImV30y,spotify:track:106R7Z57WYzBAfrXImV30y,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,62,220440
612,How You Get The Girl,1989 (Deluxe Edition),2014-10-27,10,6wfugRLamFsTRbPcCpNnP7,spotify:track:6wfugRLamFsTRbPcCpNnP7,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,67,247533
613,This Love,1989 (Deluxe Edition),2014-10-27,11,1kTPQnabROVkW9bUXdCGrB,spotify:track:1kTPQnabROVkW9bUXdCGrB,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,60,250093
614,I Know Places,1989 (Deluxe Edition),2014-10-27,12,2zfgVd034GlUvk7LqBHl6u,spotify:track:2zfgVd034GlUvk7LqBHl6u,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,65,195706
615,Clean,1989 (Deluxe Edition),2014-10-27,13,4bXCcoesMt8u99xMsbLr9U,spotify:track:4bXCcoesMt8u99xMsbLr9U,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,69,271000
616,Wonderland,1989 (Deluxe Edition),2014-10-27,14,6iWMI5oOhWrDbLbjmwTWFq,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,68,245560
617,You Are In Love,1989 (Deluxe Edition),2014-10-27,15,4A2LfnduSTsE8u0ecYROxE,spotify:track:4A2LfnduSTsE8u0ecYROxE,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,68,267106
618,New Romantics,1989 (Deluxe Edition),2014-10-27,16,6rZVy6FIG7lSJQMFXHo12z,spotify:track:6rZVy6FIG7lSJQMFXHo12z,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,74,230466
619,I Know Places - Voice Memo,1989 (Deluxe Edition),2014-10-27,17,4JQm7ebhsrt10wmrP6AfXL,spotify:track:4JQm7ebhsrt10wmrP6AfXL,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,49,216333
620,I Wish You Would - Voice Memo,1989 (Deluxe Edition),2014-10-27,18,4TtyvyI42C0KFnbDZvNC8Y,spotify:track:4TtyvyI42C0KFnbDZvNC8Y,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,46,107133
621,Blank Space - Voice Memo,1989 (Deluxe Edition),2014-10-27,19,0yisH8r0f3Mkq34kjzUlCV,spotify:track:0yisH8r0f3Mkq34kjzUlCV,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,46,131186
622,Welcome To New York,1989 (Deluxe),2014-10-27,1,53QJMb83ZdNSXApsEY3zjA,spotify:track:53QJMb83ZdNSXApsEY3zjA,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,25,212600
623,Blank Space,1989 (Deluxe),2014-10-27,2,3ulIErpIehDSLfmQmUax5g,spotify:track:3ulIErpIehDSLfmQmUax5g,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0.57,30,231826
624,Style,1989 (Deluxe),2014-10-27,3,4AVUqcPZB0AaRF0tCmyNiI,spotify:track:4AVUqcPZB0AaRF0tCmyNiI,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,34,231000
625,Out Of The Woods,1989 (Deluxe),2014-10-27,4,6EXPzO8yKpdZdqxkg7Cj5s,spotify:track:6EXPzO8yKpdZdqxkg7Cj5s,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,23,235800
626,All You Had To Do Was Stay,1989 (Deluxe),2014-10-27,5,3OPEx1SY3wkDCKLeQ56tyN,spotify:track:3OPEx1SY3wkDCKLeQ56tyN,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,23,193293
627,Shake It Off,1989 (Deluxe),2014-10-27,6,7rqMFBawnvxyyj3nA1iaUV,spotify:track:7rqMFBawnvxyyj3nA1iaUV,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,33,219200
628,I Wish You Would,1989 (Deluxe),2014-10-27,7,6jtyKhIG6rNbRcQQ5Pba3s,spotify:track:6jtyKhIG6rNbRcQQ5Pba3s,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,22,207440
629,Bad Blood,1989 (Deluxe),2014-10-27,8,0BThmcV5jOQywT3aEX84zA,spotify:track:0BThmcV5jOQywT3aEX84zA,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0.287,27,211933
630,Wildest Dreams,1989 (Deluxe),2014-10-27,9,19xxRin5GXKV8e2zp9cnql,spotify:track:19xxRin5GXKV8e2zp9cnql,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,23,220440
631,How You Get The Girl,1989 (Deluxe),2014-10-27,10,0EZGm0wWm436S7t82JnIru,spotify:track:0EZGm0wWm436S7t82JnIru,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,25,247533
632,This Love,1989 (Deluxe),2014-10-27,11,1ywjtMNVGNvyGfEk8AmaOm,spotify:track:1ywjtMNVGNvyGfEk8AmaOm,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,20,250093
633,I Know Places,1989 (Deluxe),2014-10-27,12,5uPp8esLKE5c0YUiALBB2U,spotify:track:5uPp8esLKE5c0YUiALBB2U,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,20,195706
634,Clean,1989 (Deluxe),2014-10-27,13,69eYqG5XzoqgsH12eEyVL1,spotify:track:69eYqG5XzoqgsH12eEyVL1,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,22,271000
635,Wonderland,1989 (Deluxe),2014-10-27,14,0kNSWs0FONDMVNe1NWbwCK,spotify:track:0kNSWs0FONDMVNe1NWbwCK,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,28,245560
636,You Are In Love,1989 (Deluxe),2014-10-27,15,36Z0aDiYjvEE2Z1rdUcKG7,spotify:track:36Z0aDiYjvEE2Z1rdUcKG7,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,32,267106
637,New Romantics,1989 (Deluxe),2014-10-27,16,7ARgHV20qAFcy1UoNcaCB0,spotify:track:7ARgHV20qAFcy1UoNcaCB0,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,42,230466
638,I Know Places - Voice Memo,1989 (Deluxe),2014-10-27,17,6maLH65ZFDDcGnXYTe9dkX,spotify:track:6maLH65ZFDDcGnXYTe9dkX,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,0,216333
639,I Wish You Would - Voice Memo,1989 (Deluxe),2014-10-27,18,6pgQBu5fmP0u7A9yAMQpCb,spotify:track:6pgQBu5fmP0u7A9yAMQpCb,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,0,107133
640,Blank Space - Voice Memo,1989 (Deluxe),2014-10-27,19,7hQYo8yxPIo92K4uAkedb3,spotify:track:7hQYo8yxPIo92K4uAkedb3,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,131186
641,Welcome To New York,1989 (Deluxe Edition),2014-10-27,1,1Rk3ykRpYgwqcW6MxCGA5G,spotify:track:1Rk3ykRpYgwqcW6MxCGA5G,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.024,0.615,9,212600
642,Blank Space,1989 (Deluxe Edition),2014-10-27,2,1G2JHXxbKpFIuJNpmv3yU8,spotify:track:1G2JHXxbKpFIuJNpmv3yU8,0.085,0.753,0.678,1.64e-06,0.13,-5.421,0.0644,96.006,0.583,12,231826
643,Style,1989 (Deluxe Edition),2014-10-27,3,0dhf6NFP54TTBeAEJ1VZPe,spotify:track:0dhf6NFP54TTBeAEJ1VZPe,0.00253,0.598,0.786,0.0016,0.117,-5.572,0.0383,95.019,0.456,17,231000
644,Out Of The Woods,1989 (Deluxe Edition),2014-10-27,4,3QAlgP8i7Srq18uBPnVECn,spotify:track:3QAlgP8i7Srq18uBPnVECn,0.00103,0.552,0.842,1.17e-05,0.337,-6.938,0.0373,91.991,0.343,10,235800
645,All You Had To Do Was Stay,1989 (Deluxe Edition),2014-10-27,5,5QLdoiq1lC9a3Lm4hMJzCE,spotify:track:5QLdoiq1lC9a3Lm4hMJzCE,0.00196,0.602,0.736,4.57e-05,0.105,-5.778,0.0338,96.969,0.471,8,193293
646,Shake It Off,1989 (Deluxe Edition),2014-10-27,6,53pvofTbW26xZmt5U3NU2Z,spotify:track:53pvofTbW26xZmt5U3NU2Z,0.0561,0.647,0.785,0.0,0.148,-5.414,0.165,160.015,0.943,9,219200
647,I Wish You Would,1989 (Deluxe Edition),2014-10-27,7,2dA7JvkCDqWpmCZvgfrXkf,spotify:track:2dA7JvkCDqWpmCZvgfrXkf,0.016,0.648,0.898,9.91e-05,0.109,-5.963,0.0513,118.02,0.502,8,207440
648,Bad Blood,1989 (Deluxe Edition),2014-10-27,8,2GGlmWRIXQaVkPQwCWZlmf,spotify:track:2GGlmWRIXQaVkPQwCWZlmf,0.0871,0.65,0.802,6.54e-06,0.148,-6.114,0.181,170.146,0.295,9,211933
649,Wildest Dreams,1989 (Deluxe Edition),2014-10-27,9,42AES8t6ni6vA3lSgWWcvc,spotify:track:42AES8t6ni6vA3lSgWWcvc,0.0702,0.554,0.666,0.00593,0.106,-7.414,0.0747,140.056,0.472,9,220440
650,How You Get The Girl,1989 (Deluxe Edition),2014-10-27,10,6OPmAg2edbyLL3f5OJFoHW,spotify:track:6OPmAg2edbyLL3f5OJFoHW,0.00461,0.764,0.66,0.00477,0.0915,-6.136,0.0494,119.988,0.524,8,247533
651,This Love,1989 (Deluxe Edition),2014-10-27,11,28VqgFAhYCU7FdAm7dvEjp,spotify:track:28VqgFAhYCU7FdAm7dvEjp,0.635,0.475,0.459,0.0,0.101,-8.768,0.0333,143.988,0.0828,7,250093
652,I Know Places,1989 (Deluxe Edition),2014-10-27,12,68nCjTypyWMBn0eRyIF5nc,spotify:track:68nCjTypyWMBn0eRyIF5nc,0.231,0.596,0.763,0.0,0.2,-4.99,0.0661,159.958,0.507,7,195706
653,Clean,1989 (Deluxe Edition),2014-10-27,13,2IiaiMqyk1NmbgSLyjORZJ,spotify:track:2IiaiMqyk1NmbgSLyjORZJ,0.241,0.81,0.379,0.0,0.113,-7.771,0.0349,103.981,0.22,9,271000
654,Wonderland,1989 (Deluxe Edition),2014-10-27,14,5uucwUGT5XYwpv99jdYf8A,spotify:track:5uucwUGT5XYwpv99jdYf8A,0.0455,0.425,0.699,4.6e-05,0.174,-5.449,0.0481,183.88,0.2,12,245560
655,New Romantics,1989 (Deluxe Edition),2014-10-27,15,70yA9KHl6mQyNk8v779uJd,spotify:track:70yA9KHl6mQyNk8v779uJd,0.00633,0.634,0.884,0.000218,0.0566,-5.844,0.0723,121.959,0.582,18,230453
656,Welcome To New York,1989,2014-01-01,1,10nqz67NQWWa7XPq7ycihi,spotify:track:10nqz67NQWWa7XPq7ycihi,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,68,212600
657,Blank Space,1989,2014-01-01,2,2ls70nUDfjzm1lSRDuKxmw,spotify:track:2ls70nUDfjzm1lSRDuKxmw,0.085,0.752,0.678,1.64e-06,0.13,-5.421,0.0646,96.009,0.583,67,231826
658,Style,1989,2014-01-01,3,71PmZqBXH0RUETqxpwlV0w,spotify:track:71PmZqBXH0RUETqxpwlV0w,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,65,231000
659,Out Of The Woods,1989,2014-01-01,4,7EpVQjqtKygiwJIASxMWNg,spotify:track:7EpVQjqtKygiwJIASxMWNg,0.00103,0.552,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,0.342,58,235800
660,All You Had To Do Was Stay,1989,2014-01-01,5,4NNolUeL5m2ju7kf8pdg6H,spotify:track:4NNolUeL5m2ju7kf8pdg6H,0.00196,0.602,0.735,4.77e-05,0.105,-5.778,0.0337,96.969,0.472,67,193293
661,Shake It Off,1989,2014-01-01,6,1kKlhuQE0HXp1IwBRpaH2P,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,0.0561,0.648,0.785,0.0,0.148,-5.414,0.165,160.02,0.943,60,219200
662,I Wish You Would,1989,2014-01-01,7,5RVJ6VKfwtosA5Q1qeHdjF,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,54,207440
663,Bad Blood,1989,2014-01-01,8,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,0.295,78,211933
664,Wildest Dreams,1989,2014-01-01,9,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,81,220440
665,How You Get The Girl,1989,2014-01-01,10,5Z9ocF6ng0m2haHnKtHwTp,spotify:track:5Z9ocF6ng0m2haHnKtHwTp,0.00463,0.764,0.659,0.00458,0.0915,-6.136,0.0492,119.982,0.525,55,247533
666,This Love,1989,2014-01-01,11,7lTxQZVXlvIX7Z3szSy8Sh,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,52,250093
667,I Know Places,1989,2014-01-01,12,6Ck9WerfsyvC4v4AylUoDp,spotify:track:6Ck9WerfsyvC4v4AylUoDp,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,57,195706
668,Clean,1989,2014-01-01,13,2k43eySbfpDVx0PrO99UI8,spotify:track:2k43eySbfpDVx0PrO99UI8,0.242,0.81,0.38,0.0,0.113,-7.755,0.035,103.981,0.211,54,271000
669,Welcome To New York,1989 (Deluxe),2014-01-01,1,3nRmDz7qGCvsMS30rGGY0x,spotify:track:3nRmDz7qGCvsMS30rGGY0x,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,64,212600
670,Blank Space,1989 (Deluxe),2014-01-01,2,1u8c2t2Cy7UBoG4ArRcF5g,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0.57,87,231826
671,Style,1989 (Deluxe),2014-01-01,3,0ug5NqcwcFR2xrfTkc7k8e,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,86,231000
672,Out Of The Woods,1989 (Deluxe),2014-01-01,4,0qUnBLZ8bJqUNEeQgayL9t,spotify:track:0qUnBLZ8bJqUNEeQgayL9t,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,74,235800
673,All You Had To Do Was Stay,1989 (Deluxe),2014-01-01,5,6aLOekfwbytwWvQftxTEF0,spotify:track:6aLOekfwbytwWvQftxTEF0,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,64,193293
674,Shake It Off,1989 (Deluxe),2014-01-01,6,0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,84,219200
675,I Wish You Would,1989 (Deluxe),2014-01-01,7,5gRYrtvyVyaCRvLt56OfuV,spotify:track:5gRYrtvyVyaCRvLt56OfuV,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,69,207440
676,Bad Blood,1989 (Deluxe),2014-01-01,8,2NlmmAjGYrrjAp0MED5rGx,spotify:track:2NlmmAjGYrrjAp0MED5rGx,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0.287,64,211933
677,Wildest Dreams,1989 (Deluxe),2014-01-01,9,4A4A6dwl5DqdqrZaEtKGPR,spotify:track:4A4A6dwl5DqdqrZaEtKGPR,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,63,220440
678,How You Get The Girl,1989 (Deluxe),2014-01-01,10,0fM9dEhUFV4MHDuJgrcfOv,spotify:track:0fM9dEhUFV4MHDuJgrcfOv,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,69,247533
679,This Love,1989 (Deluxe),2014-01-01,11,4L560fic5PaTuCFm6CviKa,spotify:track:4L560fic5PaTuCFm6CviKa,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,62,250093
680,I Know Places,1989 (Deluxe),2014-01-01,12,6EwNJz8CuVsrsLvXprJ20Q,spotify:track:6EwNJz8CuVsrsLvXprJ20Q,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,65,195706
681,Clean,1989 (Deluxe),2014-01-01,13,1NmVZsG18CzCAtw7rnV3yA,spotify:track:1NmVZsG18CzCAtw7rnV3yA,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,70,271000
682,Wonderland,1989 (Deluxe),2014-01-01,14,6RvRzl1YJTDnUvdOtV21IK,spotify:track:6RvRzl1YJTDnUvdOtV21IK,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,69,245560
683,You Are In Love,1989 (Deluxe),2014-01-01,15,2KrOAg6FftbjgSKdd2a4rS,spotify:track:2KrOAg6FftbjgSKdd2a4rS,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,69,267106
684,New Romantics,1989 (Deluxe),2014-01-01,16,0qAIiGFKLdV1xpNlEhjpq8,spotify:track:0qAIiGFKLdV1xpNlEhjpq8,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,75,230466
685,I Know Places - Voice Memo,1989 (Deluxe),2014-01-01,17,4FoV729rw7IhoKlMZW5K5V,spotify:track:4FoV729rw7IhoKlMZW5K5V,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,0,216333
686,I Wish You Would - Voice Memo,1989 (Deluxe),2014-01-01,18,4eTXfpHxhxVofrBUjAhPMg,spotify:track:4eTXfpHxhxVofrBUjAhPMg,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,0,107133
687,Blank Space - Voice Memo,1989 (Deluxe),2014-01-01,19,4e6QU4gpfZj9xxcK856RgG,spotify:track:4e6QU4gpfZj9xxcK856RgG,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,131186
688,State Of Grace,Red,2012-10-22,1,786NsUYn4GGUf8AOt0SQhP,spotify:track:786NsUYn4GGUf8AOt0SQhP,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,44,295186
689,Red,Red,2012-10-22,2,0cITLOYn1Sv4q27zZPqlNK,spotify:track:0cITLOYn1Sv4q27zZPqlNK,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,0.641,65,220826
690,Treacherous,Red,2012-10-22,3,5kYFVSQoPu7yRpfiHBwMUk,spotify:track:5kYFVSQoPu7yRpfiHBwMUk,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,43,240773
691,I Knew You Were Trouble.,Red,2012-10-22,4,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,65,217973
692,All Too Well,Red,2012-10-22,5,4XMP3zVxrnr58T0tjIHvpR,spotify:track:4XMP3zVxrnr58T0tjIHvpR,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,50,327893
693,22,Red,2012-10-22,6,2ULNeSomDxVNmdDy8VxEBU,spotify:track:2ULNeSomDxVNmdDy8VxEBU,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,53,230133
694,I Almost Do,Red,2012-10-22,7,5VwFkx7JOimOGTYfha5rs1,spotify:track:5VwFkx7JOimOGTYfha5rs1,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,46,242573
695,We Are Never Ever Getting Back Together,Red,2012-10-22,8,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,62,191880
696,Stay Stay Stay,Red,2012-10-22,9,1qLeEu4iXEclkLwoBlMiou,spotify:track:1qLeEu4iXEclkLwoBlMiou,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,43,204826
697,The Last Time,Red,2012-10-22,10,3n9mzjgAzjyKawvbHzciXF,spotify:track:3n9mzjgAzjyKawvbHzciXF,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,42,298293
698,Holy Ground,Red,2012-10-22,11,1fGsZsIkQkOspfsT24nQP6,spotify:track:1fGsZsIkQkOspfsT24nQP6,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,42,201853
699,Sad Beautiful Tragic,Red,2012-10-22,12,6LKjHhOW1az75pCQ9XJJtF,spotify:track:6LKjHhOW1az75pCQ9XJJtF,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,41,283680
700,The Lucky One,Red,2012-10-22,13,2X2J0BhxaLTmnxO4pPUhSd,spotify:track:2X2J0BhxaLTmnxO4pPUhSd,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,41,240133
