,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
701,Everything Has Changed,Red,2012-10-22,14,4NAmRvqSITAAzKWnC8yRq3,spotify:track:4NAmRvqSITAAzKWnC8yRq3,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,56,243933
702,Starlight,Red,2012-10-22,15,7MecVsMj22MneZt7kVFaCr,spotify:track:7MecVsMj22MneZt7kVFaCr,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,41,217826
703,Begin Again,Red,2012-10-22,16,0L4YCNRfXAoTvdpWeH2RGj,spotify:track:0L4YCNRfXAoTvdpWeH2RGj,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,59,237613
704,State Of Grace,Red (Deluxe Edition),2012-10-22,1,5zyCYmiaVE5y26EZuwZbsw,spotify:track:5zyCYmiaVE5y26EZuwZbsw,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,50,295186
705,Red,Red (Deluxe Edition),2012-10-22,2,1RvQQGwaPipiNgz8RXAKA8,spotify:track:1RvQQGwaPipiNgz8RXAKA8,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,0.641,56,220826
706,Treacherous,Red (Deluxe Edition),2012-10-22,3,0XfOV7qY3834QpFVwOb6CC,spotify:track:0XfOV7qY3834QpFVwOb6CC,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,48,240773
707,I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-22,4,0ciHz919LVKoH4zgxyMPZ9,spotify:track:0ciHz919LVKoH4zgxyMPZ9,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,55,217973
708,All Too Well,Red (Deluxe Edition),2012-10-22,5,1q3RiD1tIWUpGsNFADMlvl,spotify:track:1q3RiD1tIWUpGsNFADMlvl,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,62,327893
709,22,Red (Deluxe Edition),2012-10-22,6,3bIxTsfeNMO7Nt2J3EUKrA,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60,230133
710,I Almost Do,Red (Deluxe Edition),2012-10-22,7,31pEV5lPJi7btskZoUr2yu,spotify:track:31pEV5lPJi7btskZoUr2yu,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,49,242573
711,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,8,1OYARuagDrpgNNQ4loO1Cs,spotify:track:1OYARuagDrpgNNQ4loO1Cs,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,54,191880
712,Stay Stay Stay,Red (Deluxe Edition),2012-10-22,9,1x0J8LFX23d5h1zzuzZorc,spotify:track:1x0J8LFX23d5h1zzuzZorc,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,50,204826
713,The Last Time,Red (Deluxe Edition),2012-10-22,10,7vvIpJZye5cRR6De1LKM0m,spotify:track:7vvIpJZye5cRR6De1LKM0m,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,50,298293
714,Holy Ground,Red (Deluxe Edition),2012-10-22,11,5d2Kn9oAAh9S2EbyCo1i52,spotify:track:5d2Kn9oAAh9S2EbyCo1i52,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,0.648,49,201853
715,Sad Beautiful Tragic,Red (Deluxe Edition),2012-10-22,12,5QKhg4r4Ibt0LVTmWEXTEg,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,46,283680
716,The Lucky One,Red (Deluxe Edition),2012-10-22,13,2wtHlpYSgC7xEdD3DrSHNL,spotify:track:2wtHlpYSgC7xEdD3DrSHNL,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,47,240133
717,Everything Has Changed,Red (Deluxe Edition),2012-10-22,14,7gdwoOmi258QJq0hmQ4hto,spotify:track:7gdwoOmi258QJq0hmQ4hto,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,50,243933
718,Starlight,Red (Deluxe Edition),2012-10-22,15,0vqI4ZIMuifeKeItGiWbPj,spotify:track:0vqI4ZIMuifeKeItGiWbPj,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,0.587,47,217826
719,Begin Again,Red (Deluxe Edition),2012-10-22,16,48A0aShHlovDfTMucMrE66,spotify:track:48A0aShHlovDfTMucMrE66,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.323,47,237613
720,The Moment I Knew,Red (Deluxe Edition),2012-10-22,17,5AsmAjBSSQjRPWgAYIp8tm,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,0.187,0.62,0.506,1.47e-05,0.102,-7.327,0.0312,126.015,0.275,45,285560
721,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,18,4qyalTRMRH5YuEntvvMvq0,spotify:track:4qyalTRMRH5YuEntvvMvq0,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,49,222706
722,Girl At Home,Red (Deluxe Edition),2012-10-22,19,6cf6rLb8qcklvJv90W6HCW,spotify:track:6cf6rLb8qcklvJv90W6HCW,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,43,220320
723,Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,20,7BT9K9BDqq6HI2oWH5UMZQ,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,41,239720
724,Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,21,4mqgn90sCeVSYqcoftTQTd,spotify:track:4mqgn90sCeVSYqcoftTQTd,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,41,226280
725,State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,22,5G9AVKld9q7DCrmoY42raf,spotify:track:5G9AVKld9q7DCrmoY42raf,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,44,323080
726,State Of Grace,Red (Deluxe Edition),2012-10-22,1,0b16LTzby1YRVd2nq2Z0fw,spotify:track:0b16LTzby1YRVd2nq2Z0fw,0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,51,295720
727,Red,Red (Deluxe Edition),2012-10-22,2,7gJtmLyPTwKzhGzMBXtuXH,spotify:track:7gJtmLyPTwKzhGzMBXtuXH,0.0773,0.602,0.896,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,59,223093
728,Treacherous,Red (Deluxe Edition),2012-10-22,3,7nECwCDHS1JvQbrmuorZIH,spotify:track:7nECwCDHS1JvQbrmuorZIH,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,49,242760
729,I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-22,4,3lKZf71jeNi14udIFPJ29V,spotify:track:3lKZf71jeNi14udIFPJ29V,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,0.679,64,219720
730,All Too Well,Red (Deluxe Edition),2012-10-22,5,6GNRkaWUB0Lwc19SdkTgx8,spotify:track:6GNRkaWUB0Lwc19SdkTgx8,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,64,329160
731,22,Red (Deluxe Edition),2012-10-22,6,3WC5CVAahvn98hiseoIvbw,spotify:track:3WC5CVAahvn98hiseoIvbw,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,0.668,62,232120
732,I Almost Do,Red (Deluxe Edition),2012-10-22,7,1eyqSYBCTane4rl4vc6PWJ,spotify:track:1eyqSYBCTane4rl4vc6PWJ,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,50,244560
733,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,8,6kISMRfweKSvgHR0urMQFG,spotify:track:6kISMRfweKSvgHR0urMQFG,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,64,193146
734,Stay Stay Stay,Red (Deluxe Edition),2012-10-22,9,0F2S1QlnMaOfmNHIgmES3k,spotify:track:0F2S1QlnMaOfmNHIgmES3k,0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,50,205853
735,The Last Time,Red (Deluxe Edition),2012-10-22,10,2Tz4JnXZOcjcp8fWfMjBBk,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk,0.035,0.505,0.443,3.15e-06,0.0906,-7.039,0.0276,94.069,0.123,52,299013
736,Holy Ground,Red (Deluxe Edition),2012-10-22,11,3KmYVOuK2eG7LGP7qQ8DLR,spotify:track:3KmYVOuK2eG7LGP7qQ8DLR,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,48,202960
737,Sad Beautiful Tragic,Red (Deluxe Edition),2012-10-22,12,70e9zuv2pJc7ON1OUAJ1zl,spotify:track:70e9zuv2pJc7ON1OUAJ1zl,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,47,284866
738,The Lucky One,Red (Deluxe Edition),2012-10-22,13,5VQLMrWhailAhErKNUSnv1,spotify:track:5VQLMrWhailAhErKNUSnv1,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,47,240266
739,Everything Has Changed,Red (Deluxe Edition),2012-10-22,14,5PjfMmF06QtxTPZBZHdhoZ,spotify:track:5PjfMmF06QtxTPZBZHdhoZ,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,57,245413
740,Starlight,Red (Deluxe Edition),2012-10-22,15,1gL4vMhDV3RgJQmDuY5HK1,spotify:track:1gL4vMhDV3RgJQmDuY5HK1,0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,48,220600
741,Begin Again,Red (Deluxe Edition),2012-10-22,16,1yG491M3fRfowMdGN5pey4,spotify:track:1yG491M3fRfowMdGN5pey4,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,50,239426
742,The Moment I Knew,Red (Deluxe Edition),2012-10-22,17,4qTAwKJQ68gmnrnfPD3vlO,spotify:track:4qTAwKJQ68gmnrnfPD3vlO,0.187,0.619,0.506,1.47e-05,0.101,-7.327,0.0315,126.03,0.274,46,286613
743,Come Back...Be Here,Red (Deluxe Edition),2012-10-22,18,1n8rB9AhxiAvVP1E2c3yOd,spotify:track:1n8rB9AhxiAvVP1E2c3yOd,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,50,223920
744,Girl At Home,Red (Deluxe Edition),2012-10-22,19,6VFpuI0DDmbC5UyWZQ4IRY,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,0.272,0.733,0.59,0.0,0.134,-5.86,0.0284,125.048,0.633,44,220840
745,Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,20,7skiELMb9SiQCcBpsExIJf,spotify:track:7skiELMb9SiQCcBpsExIJf,0.175,0.828,0.64,6.14e-05,0.0991,-8.248,0.0355,109.993,0.519,42,240266
746,Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,21,2OghnlGqZZsFzHjG0CSE9l,spotify:track:2OghnlGqZZsFzHjG0CSE9l,0.113,0.678,0.902,0.000235,0.0705,-4.659,0.0358,124.998,0.637,43,227080
747,State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,22,5mfDBWY7ncZFm7ykmFTG4i,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,45,323080
748,State Of Grace - Commentary,Red (Big Machine Radio Release Special),2012-10-22,1,7HbZuazpPbDDMkb8Tmvxq0,spotify:track:7HbZuazpPbDDMkb8Tmvxq0,0.821,0.69,0.364,0.0,0.14,-11.709,0.912,88.084,0.539,27,90440
749,State Of Grace,Red (Big Machine Radio Release Special),2012-10-22,2,5gl2F1AWDQlUFzXwA4uY72,spotify:track:5gl2F1AWDQlUFzXwA4uY72,0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,31,295720
750,Red - Commentary,Red (Big Machine Radio Release Special),2012-10-22,3,1VW4AEDihVs3BQB6KnTYIY,spotify:track:1VW4AEDihVs3BQB6KnTYIY,0.719,0.754,0.266,0.0,0.137,-11.695,0.879,92.483,0.487,27,64442
751,Red,Red (Big Machine Radio Release Special),2012-10-22,4,4yBEU0askBZzE2XEVdEwmx,spotify:track:4yBEU0askBZzE2XEVdEwmx,0.0773,0.602,0.896,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,66,223093
752,Treacherous - Commentary,Red (Big Machine Radio Release Special),2012-10-22,5,3lD0QBGaxvoc9WBDnGHFUi,spotify:track:3lD0QBGaxvoc9WBDnGHFUi,0.7,0.634,0.357,0.0,0.185,-12.868,0.956,173.317,0.497,26,55288
753,Treacherous,Red (Big Machine Radio Release Special),2012-10-22,6,6xlCHgsZanRIBaS3yokshA,spotify:track:6xlCHgsZanRIBaS3yokshA,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,29,242760
754,I Knew You Were Trouble. - Commentary,Red (Big Machine Radio Release Special),2012-10-22,7,2vTjAIZbfW7W8NGBOZ5rK5,spotify:track:2vTjAIZbfW7W8NGBOZ5rK5,0.86,0.679,0.35,0.0,0.101,-11.252,0.889,87.576,0.598,27,67355
755,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),2012-10-22,8,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,0.679,79,219720
756,All Too Well - Commentary,Red (Big Machine Radio Release Special),2012-10-22,9,1yVVoBDzSkFkZRWtq9x3u1,spotify:track:1yVVoBDzSkFkZRWtq9x3u1,0.841,0.806,0.362,0.0,0.151,-12.527,0.926,123.849,0.75,27,45862
757,All Too Well,Red (Big Machine Radio Release Special),2012-10-22,10,7HH8rEmkK5JENnv869MDCz,spotify:track:7HH8rEmkK5JENnv869MDCz,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,37,329160
758,22 - Commentary,Red (Big Machine Radio Release Special),2012-10-22,11,1wePVBS4L6xhCvVUItPAZQ,spotify:track:1wePVBS4L6xhCvVUItPAZQ,0.775,0.757,0.367,0.0,0.127,-10.56,0.919,133.933,0.51,27,63016
759,22,Red (Big Machine Radio Release Special),2012-10-22,12,6ce41JVa6KFaryfmC2bu2W,spotify:track:6ce41JVa6KFaryfmC2bu2W,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,0.668,71,232120
760,I Almost Do - Commentary,Red (Big Machine Radio Release Special),2012-10-22,13,2rLYkfJSgTPtOTLjYEdozL,spotify:track:2rLYkfJSgTPtOTLjYEdozL,0.845,0.766,0.232,0.0,0.129,-11.455,0.805,95.101,0.648,26,52625
761,I Almost Do,Red (Big Machine Radio Release Special),2012-10-22,14,4Ar3jciiuPXAMGjQpMWo34,spotify:track:4Ar3jciiuPXAMGjQpMWo34,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,31,244560
762,We Are Never Ever Getting Back Together - Commentary,Red (Big Machine Radio Release Special),2012-10-22,15,0kfTOGpi5eZCBxcRF5LFIh,spotify:track:0kfTOGpi5eZCBxcRF5LFIh,0.811,0.701,0.312,0.0,0.131,-11.818,0.934,68.151,0.538,27,106042
763,We Are Never Ever Getting Back Together,Red (Big Machine Radio Release Special),2012-10-22,16,0VwNdo84DaVYLIkbVO86ND,spotify:track:0VwNdo84DaVYLIkbVO86ND,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,77,193146
764,Stay Stay Stay - Commentary,Red (Big Machine Radio Release Special),2012-10-22,17,4sFwzqXqNcNV3cTyTybq0M,spotify:track:4sFwzqXqNcNV3cTyTybq0M,0.785,0.729,0.281,0.0,0.153,-11.491,0.919,77.449,0.651,26,119456
765,Stay Stay Stay,Red (Big Machine Radio Release Special),2012-10-22,18,5A4PQqcpYb0vD1zx5DlObS,spotify:track:5A4PQqcpYb0vD1zx5DlObS,0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,31,205853
766,The Last Time - Commentary,Red (Big Machine Radio Release Special),2012-10-22,19,22Zg9JjEgM0JV5HvLXNJAh,spotify:track:22Zg9JjEgM0JV5HvLXNJAh,0.819,0.745,0.371,0.0,0.124,-12.403,0.951,94.766,0.49,26,87473
767,The Last Time,Red (Big Machine Radio Release Special),2012-10-22,20,4L9QDCVNWIFhf2yr8iMvzA,spotify:track:4L9QDCVNWIFhf2yr8iMvzA,0.035,0.505,0.443,3.15e-06,0.0906,-7.039,0.0276,94.069,0.123,31,299013
768,Holy Ground - Commentary,Red (Big Machine Radio Release Special),2012-10-22,21,0HTZpLa2SjBmuJ6zJ7OqMm,spotify:track:0HTZpLa2SjBmuJ6zJ7OqMm,0.86,0.756,0.297,0.0,0.181,-13.778,0.957,87.227,0.471,26,79998
769,Holy Ground,Red (Big Machine Radio Release Special),2012-10-22,22,5iZzl5YlcJaEZjFCcv9j2h,spotify:track:5iZzl5YlcJaEZjFCcv9j2h,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,30,202960
770,Sad Beautiful Tragic - Commentary,Red (Big Machine Radio Release Special),2012-10-22,23,3rMskQgCc54bAQUfE0U4Fw,spotify:track:3rMskQgCc54bAQUfE0U4Fw,0.794,0.747,0.413,0.0,0.175,-12.898,0.953,84.382,0.415,26,61613
771,Sad Beautiful Tragic,Red (Big Machine Radio Release Special),2012-10-22,24,5qD1xj5lXOaX1ZDpVKZeF3,spotify:track:5qD1xj5lXOaX1ZDpVKZeF3,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,29,284866
772,The Lucky One - Commentary,Red (Big Machine Radio Release Special),2012-10-22,25,1J22bFnVC6Rmjxby941PDf,spotify:track:1J22bFnVC6Rmjxby941PDf,0.736,0.668,0.329,0.0,0.143,-12.858,0.954,78.286,0.355,26,73455
773,The Lucky One,Red (Big Machine Radio Release Special),2012-10-22,26,3m4mW6nG5V94FkGBE1YvRG,spotify:track:3m4mW6nG5V94FkGBE1YvRG,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,30,240266
774,Everything Has Changed - Commentary,Red (Big Machine Radio Release Special),2012-10-22,27,633FwmKmrHWn6sLTL3db72,spotify:track:633FwmKmrHWn6sLTL3db72,0.718,0.785,0.306,0.0,0.242,-13.125,0.896,101.873,0.558,26,57768
775,Everything Has Changed,Red (Big Machine Radio Release Special),2012-10-22,28,3Z1kZKYfRC8iRXnYeC5sCJ,spotify:track:3Z1kZKYfRC8iRXnYeC5sCJ,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,66,245413
776,Starlight - Commentary,Red (Big Machine Radio Release Special),2012-10-22,29,2ag2oLCwlFIA88hQrLMHzv,spotify:track:2ag2oLCwlFIA88hQrLMHzv,0.809,0.707,0.315,0.0,0.2,-11.719,0.927,134.89,0.702,26,52709
777,Starlight,Red (Big Machine Radio Release Special),2012-10-22,30,2D1BGzlocoxwNBBf2nMwMk,spotify:track:2D1BGzlocoxwNBBf2nMwMk,0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,30,220600
778,Begin Again - Commentary,Red (Big Machine Radio Release Special),2012-10-22,31,3JayaISg308IVZhUY0XUXe,spotify:track:3JayaISg308IVZhUY0XUXe,0.709,0.677,0.286,0.0,0.141,-12.23,0.934,95.371,0.656,26,65305
779,Begin Again,Red (Big Machine Radio Release Special),2012-10-22,32,4uoyvFGK43Of4v9tj0moxC,spotify:track:4uoyvFGK43Of4v9tj0moxC,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,58,239426
780,State Of Grace - Karaoke Version,Red (Karaoke Version),2012-10-22,1,7r7RyzNBFfTRH9NRVBrFhJ,spotify:track:7r7RyzNBFfTRH9NRVBrFhJ,3.3e-05,0.545,0.886,0.885,0.0888,-7.44,0.0358,129.986,0.223,0,298070
781,Red - Karaoke Version,Red (Karaoke Version),2012-10-22,2,1AjXK5Gi1kkMRYGBjALDMr,spotify:track:1AjXK5Gi1kkMRYGBjALDMr,0.00174,0.611,0.871,0.369,0.0914,-6.24,0.0313,124.997,0.675,0,223698
782,Treacherous - Karaoke Version,Red (Karaoke Version),2012-10-22,3,4wZTdfvAQRf3azGSLhNY9H,spotify:track:4wZTdfvAQRf3azGSLhNY9H,0.00516,0.685,0.645,0.46,0.129,-10.147,0.026,110.015,0.406,0,243643
783,I Knew You Were Trouble. - Karaoke Version,Red (Karaoke Version),2012-10-22,4,4EwrLjUsIF0PINB6sLZj3l,spotify:track:4EwrLjUsIF0PINB6sLZj3l,0.000886,0.686,0.353,0.0694,0.0456,-8.935,0.0466,77.018,0.558,0,220852
784,All Too Well - Karaoke Version,Red (Karaoke Version),2012-10-22,5,3To1MBLD7WqFoWEeiLDBzq,spotify:track:3To1MBLD7WqFoWEeiLDBzq,0.00669,0.597,0.64,0.745,0.148,-10.02,0.0281,93.004,0.298,0,330766
785,22 - Karaoke Version,Red (Karaoke Version),2012-10-22,6,5BIHTqXmBBdfdScTVyzUts,spotify:track:5BIHTqXmBBdfdScTVyzUts,7.89e-05,0.619,0.693,0.739,0.0621,-8.138,0.0325,103.998,0.647,0,233003
786,I Almost Do - Karaoke Version,Red (Karaoke Version),2012-10-22,7,47D2v5qxq9BFVQV1cH5P8w,spotify:track:47D2v5qxq9BFVQV1cH5P8w,0.0144,0.576,0.493,0.704,0.148,-9.318,0.0306,146.065,0.183,0,245451
787,We Are Never Ever Getting Back Together - Karaoke Version,Red (Karaoke Version),2012-10-22,8,6t9JL24FVFzXtpLlp6x5tZ,spotify:track:6t9JL24FVFzXtpLlp6x5tZ,0.000137,0.59,0.574,0.716,0.0483,-8.42,0.0375,85.977,0.571,0,194706
788,Stay Stay Stay - Karaoke Version,Red (Karaoke Version),2012-10-22,9,6qOF7qaj6vWfBIDyaUfFvP,spotify:track:6qOF7qaj6vWfBIDyaUfFvP,0.167,0.625,0.823,0.431,0.102,-8.443,0.0326,99.991,0.75,0,207693
789,The Last Time - Karaoke Version,Red (Karaoke Version),2012-10-22,10,2mz69DJOIt4b1xxfxiJbBy,spotify:track:2mz69DJOIt4b1xxfxiJbBy,0.00167,0.462,0.418,0.696,0.102,-9.971,0.0328,94.009,0.105,0,301172
790,Holy Ground - Karaoke Version,Red (Karaoke Version),2012-10-22,11,6Bey6yUpkCDaIWotHLhbQm,spotify:track:6Bey6yUpkCDaIWotHLhbQm,0.0028,0.628,0.767,0.743,0.0892,-8.401,0.0492,157.03,0.675,0,204688
791,Sad Beautiful Tragic - Karaoke Version,Red (Karaoke Version),2012-10-22,12,5yq6Ecb9LQvFS5rJCtPKLO,spotify:track:5yq6Ecb9LQvFS5rJCtPKLO,0.611,0.668,0.359,0.802,0.078,-13.971,0.0322,129.997,0.285,0,286552
792,The Lucky One - Karaoke Version,Red (Karaoke Version),2012-10-22,13,7L0RPhAgKzWRLSxdtkrXFT,spotify:track:7L0RPhAgKzWRLSxdtkrXFT,0.00856,0.83,0.399,0.761,0.194,-10.846,0.0549,117.981,0.557,0,242951
793,Everything Has Changed - Karaoke Version,Red (Karaoke Version),2012-10-22,14,536W1zo5ngO1mOTRG8cg6G,spotify:track:536W1zo5ngO1mOTRG8cg6G,0.123,0.578,0.476,0.746,0.345,-10.418,0.065,79.987,0.283,0,246807
794,Starlight - Karaoke Version,Red (Karaoke Version),2012-10-22,15,5v18oNV2JRQwbnCHTWILdH,spotify:track:5v18oNV2JRQwbnCHTWILdH,0.000686,0.606,0.668,0.835,0.238,-7.887,0.0302,126.023,0.452,0,220645
795,Begin Again - Karaoke Version,Red (Karaoke Version),2012-10-22,16,6W7G1EvtEMkSJkQFnWnpu1,spotify:track:6W7G1EvtEMkSJkQFnWnpu1,0.0564,0.456,0.537,0.918,0.111,-10.591,0.0282,78.981,0.375,0,237600
796,State Of Grace - Karaoke Version,Red,2012-10-22,1,2CUK34XwIWbs6J4ZJ5cFdU,spotify:track:2CUK34XwIWbs6J4ZJ5cFdU,3.3e-05,0.545,0.886,0.885,0.0888,-7.44,0.0358,129.986,0.223,10,298070
797,Red - Karaoke Version,Red,2012-10-22,2,2tYdjm4wmx4LaxihipeFXC,spotify:track:2tYdjm4wmx4LaxihipeFXC,0.00174,0.611,0.871,0.369,0.0914,-6.24,0.0313,124.997,0.675,13,223698
798,Treacherous - Karaoke Version,Red,2012-10-22,3,28d5SkpM2XwX3iDrOJE9JZ,spotify:track:28d5SkpM2XwX3iDrOJE9JZ,0.00516,0.685,0.645,0.46,0.129,-10.147,0.026,110.015,0.406,9,243643
799,I Knew You Were Trouble. - Karaoke Version,Red,2012-10-22,4,0gbBxe4PLriS6H3QijPsUq,spotify:track:0gbBxe4PLriS6H3QijPsUq,0.000886,0.686,0.353,0.0694,0.0456,-8.935,0.0466,77.018,0.558,13,220852
800,All Too Well - Karaoke Version,Red,2012-10-22,5,3dWmDfq6hyHsJQG7BdGaWS,spotify:track:3dWmDfq6hyHsJQG7BdGaWS,0.00669,0.597,0.64,0.745,0.148,-10.02,0.0281,93.004,0.298,16,330766
801,22 - Karaoke Version,Red,2012-10-22,6,0LBW7lkY7L8cQUXXB16bXO,spotify:track:0LBW7lkY7L8cQUXXB16bXO,7.89e-05,0.619,0.693,0.739,0.0621,-8.138,0.0325,103.998,0.647,10,233003
802,I Almost Do - Karaoke Version,Red,2012-10-22,7,2L3QJeJer1VeCLM7Belldq,spotify:track:2L3QJeJer1VeCLM7Belldq,0.0144,0.576,0.493,0.704,0.148,-9.318,0.0306,146.065,0.183,7,245451
803,We Are Never Ever Getting Back Together - Karaoke Version,Red,2012-10-22,8,1DSPw5AERmvyd9peYG3D48,spotify:track:1DSPw5AERmvyd9peYG3D48,0.000137,0.59,0.574,0.716,0.0483,-8.42,0.0375,85.977,0.571,11,194706
804,Stay Stay Stay - Karaoke Version,Red,2012-10-22,9,6c38bS1QsXCuqxycGAgoRH,spotify:track:6c38bS1QsXCuqxycGAgoRH,0.167,0.625,0.823,0.431,0.102,-8.443,0.0326,99.991,0.75,7,207693
805,The Last Time - Karaoke Version,Red,2012-10-22,10,3vM04liQIPwzatRCDvWvba,spotify:track:3vM04liQIPwzatRCDvWvba,0.00167,0.462,0.418,0.696,0.102,-9.971,0.0328,94.009,0.105,7,301172
806,Holy Ground - Karaoke Version,Red,2012-10-22,11,1RHdL2SIWNrv5uChsGuHWP,spotify:track:1RHdL2SIWNrv5uChsGuHWP,0.0028,0.628,0.767,0.743,0.0892,-8.401,0.0492,157.03,0.675,8,204688
807,Sad Beautiful Tragic - Karaoke Version,Red,2012-10-22,12,7xZbFLqqa1dbwDNMFZryE7,spotify:track:7xZbFLqqa1dbwDNMFZryE7,0.611,0.668,0.359,0.802,0.078,-13.971,0.0322,129.997,0.285,8,286552
808,The Lucky One - Karaoke Version,Red,2012-10-22,13,6UndbaRk1yOrD5NGR9tDWb,spotify:track:6UndbaRk1yOrD5NGR9tDWb,0.00856,0.83,0.399,0.761,0.194,-10.846,0.0549,117.981,0.557,6,242951
